Time(ms),Speed(kmh),RPM,LeftSignal,RightSignal,HighBeam,FuelLevel(%),EngineTemp(C),CheckEngine,BrakeWarn,DoorAjar
3900,6.7,996,1,1,1,100,70,0,1,1
4000,3.7,943,1,1,1,100,70,0,1,1
4100,6.5,951,1,1,1,100,70,0,1,1
4200,7.6,996,1,1,1,100,70,0,1,1
4300,7.0,1000,1,1,1,100,70,0,1,1
4400,8.5,1051,1,1,1,100,70,0,1,1
4500,8.8,1075,1,1,1,100,70,0,1,1
4600,6.4,1033,1,1,1,100,70,0,1,1
4700,3.9,889,1,1,1,100,70,0,1,1
4800,4.9,905,1,1,1,100,70,0,1,1
4900,8.3,1087,1,1,1,100,70,0,1,1
5000,7.4,1023,1,1,1,100,70,0,1,1
5100,4.7,935,1,1,1,100,70,0,1,1
5200,4.0,939,1,1,1,100,70,0,1,1
5300,8.9,1105,1,1,1,100,70,0,1,1
5400,5.8,1007,1,1,1,100,70,0,1,1
5500,4.2,882,1,1,1,100,70,0,1,1
5600,7.1,989,1,1,1,100,70,0,1,1
5700,6.0,984,1,1,1,100,70,0,1,1
5800,5.8,990,1,1,1,100,70,0,1,1
5900,6.2,1017,1,1,1,100,70,0,1,1
6000,6.1,994,1,1,1,100,70,0,1,1
6100,10.7,1168,1,1,1,100,70,0,1,1
6200,4.7,911,1,1,1,100,70,0,1,1
6300,8.0,999,1,1,1,100,70,0,1,1
6400,10.6,1094,1,1,1,100,70,0,1,1
6500,10.7,1102,1,1,1,100,70,0,1,1
6600,5.1,910,1,1,1,100,70,0,1,1
6700,12.3,1196,1,1,1,100,70,0,1,1
6800,6.8,979,1,1,1,100,70,0,1,1
6900,6.3,1032,1,1,1,100,70,0,1,1
7000,11.2,1130,1,1,1,100,70,0,1,1
7100,13.9,1210,1,1,1,100,70,0,1,1
7200,10.8,1088,1,1,1,100,70,0,1,1
7300,14.1,1243,1,1,1,100,70,0,1,1
7400,8.5,1016,1,1,1,100,70,0,1,1
7500,5.2,908,1,1,1,100,70,0,1,1
7600,11.9,1207,1,1,1,100,70,0,1,1
7700,9.4,1109,1,1,1,100,70,0,1,1
7800,11.2,1140,1,1,1,100,70,0,1,1
7900,14.0,1267,1,1,1,100,70,0,1,1
8000,12.4,1218,1,1,1,100,70,0,1,1
8100,14.7,1270,1,1,1,100,70,0,1,1
8200,14.6,1265,1,1,1,100,70,0,1,1
8300,10.6,1094,1,1,1,100,70,0,1,1
8400,10.2,1072,1,1,1,100,70,0,1,1
8500,16.1,1247,1,1,1,100,70,0,1,1
8600,6.8,975,1,1,1,100,70,0,1,1
8700,14.0,1222,1,1,1,100,70,0,1,1
8800,6.7,1048,1,1,1,100,70,0,1,1
8900,6.9,961,1,1,1,100,70,0,1,1
9000,15.3,1290,1,1,1,100,70,0,1,1
9100,14.3,1276,1,1,1,100,70,0,1,1
9200,8.4,1009,1,1,1,100,70,0,1,1
9300,10.4,1109,1,1,1,100,70,0,1,1
9400,12.4,1137,1,1,1,100,70,0,1,1
9500,11.4,1139,1,1,1,100,70,0,1,1
9600,7.9,1086,1,1,1,100,70,0,1,1
9700,9.7,1096,1,1,1,100,70,0,1,1
9800,13.7,1233,1,1,1,100,70,0,1,1
9900,15.8,1272,1,1,1,100,70,0,1,1
10000,9.5,1103,1,1,1,100,70,0,1,1
10100,10.9,1110,1,1,1,100,70,0,1,1
10200,18.2,1311,1,1,1,100,70,0,1,1
10300,12.7,1228,1,1,1,100,70,0,1,1
10400,18.2,1307,1,1,1,100,70,0,1,1
10500,8.3,1075,1,1,1,100,70,0,1,1
10600,18.0,1298,1,1,1,100,70,0,1,1
10700,11.7,1116,1,1,1,100,70,0,1,1
10800,19.1,1344,1,1,1,100,70,0,1,1
10900,8.6,1082,1,1,1,100,70,0,1,1
11000,19.2,1377,1,1,1,100,70,0,1,1
11100,18.8,1381,1,1,1,100,70,0,1,1
11200,8.9,1098,1,1,1,100,70,0,1,1
11300,15.4,1297,1,1,1,100,70,0,1,1
11400,22.2,1494,1,1,1,100,70,0,1,1
11500,20.3,1369,1,1,1,100,70,0,1,1
11600,14.6,1198,1,1,1,100,70,0,1,1
11700,12.6,1180,1,1,1,100,70,0,1,1
11800,17.6,1303,1,1,1,100,70,0,1,1
11900,22.1,1482,1,1,1,100,70,0,1,1
12000,15.2,1280,1,1,1,100,70,0,1,1
12100,11.2,1145,1,1,1,100,70,0,1,1
12200,24.2,1555,1,1,1,100,70,0,1,1
12300,8.9,1114,1,1,1,100,70,0,1,1
12400,18.9,1367,1,1,1,100,70,0,1,1
12500,14.5,1195,1,1,1,100,70,0,1,1
12600,22.2,1481,1,1,1,100,70,0,1,1
12700,21.8,1489,1,1,1,100,70,0,1,1
12800,19.8,1361,1,1,1,100,70,0,1,1
12900,20.2,1398,1,1,1,100,70,0,1,1
13000,8.7,1042,1,1,1,100,70,0,1,1
13100,15.1,1287,1,1,1,100,70,0,1,1
13200,9.8,1131,1,1,1,100,70,0,1,1
13300,17.3,1308,1,1,1,100,70,0,1,1
13400,14.9,1282,1,1,1,100,70,0,1,1
13500,10.7,1081,1,1,1,100,70,0,1,1
13600,17.6,1349,1,1,1,100,70,0,1,1
13700,11.3,1183,1,1,1,100,70,0,1,1
13800,20.3,1433,1,1,1,100,70,0,1,1
13900,20.9,1392,1,1,1,100,70,0,1,1
14000,21.4,1400,1,1,1,100,70,0,1,1
14100,18.7,1399,1,1,1,100,70,0,1,1
14200,23.3,1469,1,1,1,100,70,0,1,1
14300,17.3,1329,1,1,1,100,70,0,1,1
14400,23.5,1461,1,1,1,100,70,0,1,1
14500,13.0,1192,1,1,1,100,70,0,1,1
14600,13.1,1177,1,1,1,100,70,0,1,1
14700,13.3,1172,1,1,1,100,70,0,1,1
14800,28.5,1611,1,1,1,100,70,0,1,1
14900,10.3,1138,1,1,1,100,70,0,1,1
15000,20.3,1363,1,1,1,100,70,0,1,1
15100,10.5,1101,1,1,1,100,70,0,1,1
15200,21.2,1454,1,1,1,100,70,0,1,1
15300,29.5,1680,1,1,1,100,70,0,1,1
15400,21.2,1425,1,1,1,100,70,0,1,1
15500,14.1,1212,1,1,1,100,70,0,1,1
15600,13.7,1202,1,1,1,100,70,0,1,1
15700,26.7,1634,1,1,1,100,70,0,1,1
15800,21.9,1486,1,1,1,100,70,0,1,1
15900,18.8,1405,1,1,1,100,70,0,1,1
16000,14.3,1211,1,1,1,100,70,0,1,1
16100,15.1,1235,1,1,1,100,70,0,1,1
16200,14.0,1204,1,1,1,100,70,0,1,1
16300,30.6,1710,1,1,1,100,70,0,1,1
16400,28.6,1654,1,1,1,100,70,0,1,1
16500,31.0,1684,1,1,1,100,70,0,1,1
16600,28.5,1647,1,1,1,100,70,0,1,1
16700,13.8,1188,1,1,1,100,70,0,1,1
16800,27.4,1639,1,1,1,100,70,0,1,1
16900,16.8,1265,1,1,1,100,70,0,1,1
17000,11.9,1188,1,1,1,100,70,0,1,1
17100,28.2,1644,1,1,1,100,70,0,1,1
17200,12.4,1127,1,1,1,100,70,0,1,1
17300,33.0,1813,1,1,1,100,70,0,1,1
17400,24.6,1495,1,1,1,100,70,0,1,1
17500,32.0,1731,1,1,1,100,70,0,1,1
17600,28.1,1673,1,1,1,100,70,0,1,1
17700,18.1,1337,1,1,1,100,70,0,1,1
17800,34.1,1801,1,1,1,100,70,0,1,1
17900,20.2,1454,1,1,1,100,70,0,1,1
18000,17.7,1326,1,1,1,100,70,0,1,1
18100,15.6,1283,1,1,1,100,70,0,1,1
18200,22.1,1428,1,1,1,100,70,0,1,1
18300,29.9,1685,1,1,1,100,70,0,1,1
18400,24.6,1489,1,1,1,100,70,0,1,1
18500,20.2,1415,1,1,1,100,70,0,1,1
18600,26.3,1631,1,1,1,100,70,0,1,1
18700,13.5,1191,1,1,1,100,70,0,1,1
18800,25.6,1528,1,1,1,100,70,0,1,1
18900,31.2,1745,1,1,1,100,70,0,1,1
19000,35.7,1836,1,1,1,100,70,0,1,1
19100,13.4,1161,1,1,1,100,70,0,1,1
19200,33.9,1796,1,1,1,100,70,0,1,1
19300,37.6,1907,1,1,1,100,70,0,1,1
19400,27.7,1601,1,1,1,100,70,0,1,1
19500,14.6,1225,1,1,1,100,70,0,1,1
19600,20.3,1457,1,1,1,100,70,0,1,1
19700,32.9,1767,1,1,1,100,70,0,1,1
19800,17.9,1365,1,1,1,100,70,0,1,1
19900,31.8,1795,1,1,1,100,70,0,1,1
20000,18.7,1314,0,0,1,100,70,0,1,1
20100,31.3,1737,0,0,1,100,70,0,1,1
20200,13.5,1230,0,0,1,100,70,0,1,1
20300,32.7,1734,0,0,1,100,70,0,1,1
20400,26.4,1546,0,0,1,100,70,0,1,1
20500,28.5,1688,0,0,1,100,70,0,1,1
20600,36.8,1881,0,0,1,100,70,0,1,1
20700,31.7,1741,0,0,1,100,70,0,1,1
20800,30.0,1691,0,0,1,100,70,0,1,1
20900,30.7,1677,0,0,1,100,70,0,1,1
21000,32.5,1758,0,0,1,100,70,0,1,1
21100,28.6,1642,0,0,1,100,70,0,1,1
21200,30.1,1699,0,0,1,100,70,0,1,1
21300,29.3,1653,0,0,1,100,70,0,1,1
21400,29.9,1691,0,0,1,100,70,0,1,1
21500,23.6,1467,0,0,1,100,70,0,1,1
21600,19.4,1430,0,0,1,100,70,0,1,1
21700,21.6,1403,0,0,1,100,70,0,1,1
21800,22.6,1446,0,0,1,100,70,0,1,1
21900,17.1,1301,0,0,1,100,70,0,1,1
22000,43.5,2084,0,0,1,100,70,0,1,1
22100,39.7,2020,0,0,1,100,70,0,1,1
22200,22.2,1477,0,0,1,100,70,0,1,1
22300,32.9,1830,0,0,1,100,70,0,1,1
22400,16.2,1257,0,0,1,100,70,0,1,1
22500,27.8,1640,0,0,1,100,70,0,1,1
22600,36.5,1872,0,0,1,100,70,0,1,1
22700,34.7,1822,0,0,1,100,70,0,1,1
22800,16.6,1308,0,0,1,100,70,0,1,1
22900,43.8,2153,0,0,1,100,70,0,1,1
23000,35.8,1875,0,0,1,100,70,0,1,1
23100,20.5,1439,0,0,1,100,70,0,1,1
23200,34.9,1841,0,0,1,100,70,0,1,1
23300,31.5,1717,0,0,1,100,70,0,1,1
23400,41.5,2036,0,0,1,100,70,0,1,1
23500,24.5,1547,0,0,1,100,70,0,1,1
23600,26.7,1597,0,0,1,100,70,0,1,1
23700,17.0,1281,0,0,1,100,70,0,1,1
23800,43.1,2091,0,0,1,100,70,0,1,1
23900,24.7,1579,0,0,1,100,70,0,1,1
24000,18.1,1339,0,0,1,100,70,0,1,1
24100,28.3,1686,0,0,1,100,70,0,1,1
24200,43.1,2109,0,0,1,100,70,0,1,1
24300,17.1,1343,0,0,1,100,70,0,1,1
24400,45.0,2178,0,0,1,100,70,0,1,1
24500,42.9,2115,0,0,1,100,70,0,1,1
24600,19.2,1413,0,0,1,100,70,0,1,1
24700,30.9,1707,0,0,1,100,70,0,1,1
24800,44.7,2151,0,0,1,100,70,0,1,1
24900,44.2,2125,0,0,1,100,70,0,1,1
25000,29.4,1710,0,0,1,100,70,0,1,1
25100,29.1,1641,0,0,1,100,70,0,1,1
25200,47.0,2172,0,0,1,100,70,0,1,1
25300,33.5,1831,0,0,1,100,70,0,1,1
25400,35.2,1899,0,0,1,100,70,0,1,1
25500,31.1,1717,0,0,1,100,70,0,1,1
25600,36.9,1898,0,0,1,100,70,0,1,1
25700,40.2,2045,0,0,1,100,70,0,1,1
25800,43.6,2073,0,0,1,100,70,0,1,1
25900,20.1,1360,0,0,1,100,70,0,1,1
26000,25.5,1603,0,0,1,100,70,0,1,1
26100,44.7,2152,0,0,1,100,70,0,1,1
26200,29.1,1652,0,0,1,100,70,0,1,1
26300,27.8,1624,0,0,1,100,70,0,1,1
26400,40.1,2046,0,0,1,100,70,0,1,1
26500,22.2,1492,0,0,1,100,70,0,1,1
26600,35.8,1894,0,0,1,100,70,0,1,1
26700,40.9,1995,0,0,1,100,70,0,1,1
26800,38.5,1982,0,0,1,100,70,0,1,1
26900,30.6,1685,0,0,1,100,70,0,1,1
27000,53.6,2379,0,0,1,100,70,0,1,1
27100,21.4,1467,0,0,1,100,70,0,1,1
27200,41.9,2099,0,0,1,100,70,0,1,1
27300,51.3,2310,0,0,1,100,70,0,1,1
27400,32.0,1713,0,0,1,100,70,0,1,1
27500,20.5,1446,0,0,1,100,70,0,1,1
27600,42.2,2102,0,0,1,100,70,0,1,1
27700,32.1,1757,0,0,1,100,70,0,1,1
27800,48.5,2302,0,0,1,100,70,0,1,1
27900,43.3,2072,0,0,1,100,70,0,1,1
28000,24.5,1517,0,0,1,100,70,0,1,1
28100,53.9,2392,0,0,1,100,70,0,1,1
28200,31.7,1752,0,0,1,100,70,0,1,1
28300,45.1,2129,0,0,1,100,70,0,1,1
28400,31.5,1783,0,0,1,100,70,0,1,1
28500,46.3,2195,0,0,1,100,70,0,1,1
28600,47.1,2225,0,0,1,100,70,0,1,1
28700,50.7,2300,0,0,1,100,70,0,1,1
28800,27.2,1663,0,0,1,100,70,0,1,1
28900,34.8,1795,0,0,1,100,70,0,1,1
29000,20.0,1378,0,0,1,100,70,0,1,1
29100,35.5,1850,0,0,1,100,70,0,1,1
29200,52.8,2336,0,0,1,100,70,0,1,1
29300,39.5,2026,0,0,1,100,70,0,1,1
29400,38.6,1977,0,0,1,100,70,0,1,1
29500,58.0,2516,0,0,1,100,70,0,1,1
29600,35.2,1870,0,0,1,100,70,0,1,1
29700,44.9,2195,0,0,1,100,70,0,1,1
29800,36.8,1885,0,0,1,100,70,0,1,1
29900,42.7,2131,0,0,1,100,70,0,1,1
30000,30.4,1716,0,0,1,100,70,0,1,1
30100,42.4,2054,0,0,1,100,70,0,1,1
30200,54.0,2401,0,0,1,100,70,0,1,1
30300,58.9,2579,0,0,1,100,70,0,1,1
30400,49.9,2278,0,0,1,100,70,0,1,1
30500,20.4,1404,0,0,1,100,70,0,1,1
30600,35.1,1869,0,0,1,100,70,0,1,1
30700,46.6,2214,0,0,1,100,70,0,1,1
30800,25.8,1577,0,0,1,100,70,0,1,1
30900,42.6,2078,0,0,1,100,70,0,1,1
31000,28.7,1624,0,0,1,100,70,0,1,1
31100,33.4,1828,0,0,1,100,70,0,1,1
31200,36.6,1892,0,0,1,100,70,0,1,1
31300,44.1,2154,0,0,1,100,70,0,1,1
31400,26.0,1576,0,0,1,100,70,0,1,1
31500,21.7,1405,0,0,1,100,70,0,1,1
31600,32.5,1764,0,0,1,100,70,0,1,1
31700,45.7,2182,0,0,1,100,70,0,1,1
31800,59.4,2595,0,0,1,100,70,0,1,1
31900,33.5,1756,0,0,1,100,70,0,1,1
32000,23.7,1557,0,0,1,100,70,0,1,1
32100,48.3,2245,0,0,1,100,70,0,1,1
32200,24.2,1514,0,0,1,100,70,0,1,1
32300,32.3,1765,0,0,1,100,70,0,1,1
32400,59.9,2581,0,0,1,100,70,0,1,1
32500,59.8,2602,0,0,1,100,70,0,1,1
32600,51.9,2388,0,0,1,100,70,0,1,1
32700,50.5,2347,0,0,1,100,70,0,1,1
32800,31.3,1699,0,0,1,100,70,0,1,1
32900,32.9,1811,0,0,1,100,70,0,1,1
33000,28.5,1610,0,0,1,100,70,0,1,1
33100,61.9,2684,0,0,1,100,70,0,1,1
33200,22.2,1498,0,0,1,100,70,0,1,1
33300,64.1,2695,0,0,1,100,70,0,1,1
33400,30.5,1713,0,0,1,100,70,0,1,1
33500,54.1,2451,0,0,1,100,70,0,1,1
33600,33.8,1845,0,0,1,100,70,0,1,1
33700,45.2,2164,0,0,1,100,70,0,1,1
33800,64.6,2750,0,0,1,100,70,0,1,1
33900,36.2,1849,0,0,1,100,70,0,1,1
34000,43.7,2087,0,0,1,100,70,0,1,1
34100,36.2,1908,0,0,1,100,70,0,1,1
34200,43.1,2112,0,0,1,100,70,0,1,1
34300,41.2,2070,0,0,1,100,70,0,1,1
34400,25.5,1536,0,0,1,100,70,0,1,1
34500,23.8,1545,0,0,1,100,70,0,1,1
34600,50.2,2337,0,0,1,100,70,0,1,1
34700,30.7,1677,0,0,1,100,70,0,1,1
34800,59.5,2553,0,0,1,100,70,0,1,1
34900,57.9,2576,0,0,1,100,70,0,1,1
35000,52.8,2341,0,0,1,100,70,0,1,1
35100,58.3,2531,0,0,1,100,70,0,1,1
35200,35.8,1882,0,0,1,100,70,0,1,1
35300,61.6,2656,0,0,1,100,70,0,1,1
35400,43.4,2055,0,0,1,100,70,0,1,1
35500,47.6,2249,0,0,1,100,70,0,1,1
35600,68.4,2817,0,0,1,100,70,0,1,1
35700,69.4,2898,0,0,1,100,70,0,1,1
35800,39.4,1973,0,0,1,100,70,0,1,1
35900,25.0,1517,0,0,1,100,70,0,1,1
36000,36.8,1867,0,0,1,100,70,0,1,1
36100,50.5,2351,0,0,1,100,70,0,1,1
36200,25.2,1594,0,0,1,100,70,0,1,1
36300,72.2,2998,0,0,1,100,70,0,1,1
36400,37.1,1913,0,0,1,100,70,0,1,1
36500,67.6,2835,0,0,1,100,70,0,1,1
36600,62.8,2645,0,0,1,100,70,0,1,1
36700,28.2,1628,0,0,1,100,70,0,1,1
36800,25.2,1542,0,0,1,100,70,0,1,1
36900,33.2,1827,0,0,1,100,70,0,1,1
37000,45.9,2188,0,0,1,100,70,0,1,1
37100,33.2,1780,0,0,1,100,70,0,1,1
37200,48.5,2282,0,0,1,100,70,0,1,1
37300,64.2,2697,0,0,1,100,70,0,1,1
37400,68.5,2845,0,0,1,100,70,0,1,1
37500,61.4,2680,0,0,1,100,70,0,1,1
37600,45.1,2138,0,0,1,100,70,0,1,1
37700,60.4,2614,0,0,1,100,70,0,1,1
37800,69.0,2866,0,0,1,100,70,0,1,1
37900,63.6,2690,0,0,1,100,70,0,1,1
38000,61.6,2621,0,0,1,100,70,0,1,1
38100,56.7,2528,0,0,1,100,70,0,1,1
38200,75.5,3017,0,0,1,100,70,0,1,1
38300,75.6,3083,0,0,1,100,70,0,1,1
38400,75.5,3106,0,0,1,100,70,0,1,1
38500,57.8,2512,0,0,1,100,70,0,1,1
38600,52.8,2421,0,0,1,100,70,0,1,1
38700,53.2,2413,0,0,1,100,70,0,1,1
38800,44.9,2188,0,0,1,100,70,0,1,1
38900,31.6,1736,0,0,1,100,70,0,1,1
39000,60.0,2614,0,0,1,100,70,0,1,1
39100,35.3,1895,0,0,1,100,70,0,1,1
39200,73.6,2982,0,0,1,100,70,0,1,1
39300,71.9,2972,0,0,1,100,70,0,1,1
39400,52.6,2355,0,0,1,100,70,0,1,1
39500,33.5,1767,0,0,1,100,70,0,1,1
39600,40.5,1971,0,0,1,100,70,0,1,1
39700,63.9,2734,0,0,1,100,70,0,1,1
39800,44.9,2193,0,0,1,100,70,0,1,1
39900,47.4,2267,0,0,1,100,70,0,1,1
40000,33.6,1840,0,0,1,100,70,0,1,1
40100,44.8,2149,0,0,1,100,70,0,1,1
40200,66.0,2742,0,0,1,100,70,0,1,1
40300,76.1,3065,0,0,1,100,70,0,1,1
40400,34.8,1799,0,0,1,100,70,0,1,1
40500,44.0,2105,0,0,1,100,70,0,1,1
40600,33.9,1852,0,0,1,100,70,0,1,1
40700,66.4,2753,0,0,1,100,70,0,1,1
40800,71.7,2912,0,0,1,100,70,0,1,1
40900,38.9,1924,0,0,1,100,70,0,1,1
41000,77.6,3154,0,0,1,100,70,0,1,1
41100,53.4,2452,0,0,1,100,70,0,1,1
41200,48.1,2209,0,0,1,100,70,0,1,1
41300,53.9,2440,0,0,1,100,70,0,1,1
41400,59.7,2542,0,0,1,100,70,0,1,1
41500,41.0,2031,0,0,1,100,70,0,1,1
41600,45.2,2151,0,0,1,100,70,0,1,1
41700,59.8,2611,0,0,1,100,70,0,1,1
41800,58.2,2543,0,0,1,100,70,0,1,1
41900,76.1,3045,0,0,1,100,70,0,1,1
42000,71.7,2993,0,0,1,100,70,0,1,1
42100,61.4,2596,0,0,1,100,70,0,1,1
42200,48.3,2295,0,0,1,100,70,0,1,1
42300,55.2,2431,0,0,1,100,70,0,1,1
42400,48.0,2245,0,0,1,100,70,0,1,1
42500,42.8,2075,0,0,1,100,70,0,1,1
42600,66.3,2796,0,0,1,100,70,0,1,1
42700,38.0,1942,0,0,1,100,70,0,1,1
42800,79.7,3225,0,0,1,100,70,0,1,1
42900,78.8,3118,0,0,1,100,70,0,1,1
43000,73.1,2945,0,0,1,100,70,0,1,1
43100,72.3,3002,0,0,1,100,70,0,1,1
43200,46.6,2177,0,0,1,100,70,0,1,1
43300,38.6,1939,0,0,1,100,70,0,1,1
43400,39.7,1942,0,0,1,100,70,0,1,1
43500,60.7,2645,0,0,1,100,70,0,1,1
43600,68.6,2875,0,0,1,100,70,0,1,1
43700,74.3,2994,0,0,1,100,70,0,1,1
43800,43.4,2056,0,0,1,100,70,0,1,1
43900,56.8,2490,0,0,1,100,70,0,1,1
44000,56.7,2507,0,0,1,100,70,0,1,1
44100,42.6,2074,0,0,1,100,70,0,1,1
44200,42.9,2124,0,0,1,100,70,0,1,1
44300,45.1,2190,0,0,1,100,70,0,1,1
44400,61.3,2630,0,0,1,100,70,0,1,1
44500,51.7,2303,0,0,1,100,70,0,1,1
44600,50.2,2262,0,0,1,100,70,0,1,1
44700,62.1,2685,0,0,1,100,70,0,1,1
44800,87.3,3467,0,0,1,100,70,0,1,1
44900,89.8,3475,0,0,1,100,70,0,1,1
45000,83.9,3353,0,0,1,100,70,0,1,1
45100,59.3,2578,0,0,1,100,70,0,1,1
45200,76.7,3139,0,0,1,100,70,0,1,1
45300,83.8,3331,0,0,1,100,70,0,1,1
45400,37.7,1903,0,0,1,100,70,0,1,1
45500,90.0,3540,0,0,1,100,70,0,1,1
45600,85.3,3328,0,0,1,100,70,0,1,1
45700,87.9,3398,0,0,1,100,70,0,1,1
45800,40.5,2012,0,0,1,100,70,0,1,1
45900,78.9,3186,0,0,1,100,70,0,1,1
46000,80.8,3208,0,0,1,100,70,0,1,1
46100,71.4,2940,0,0,1,100,70,0,1,1
46200,32.9,1779,0,0,1,100,70,0,1,1
46300,40.1,2046,0,0,1,100,70,0,1,1
46400,80.5,3189,0,0,1,100,70,0,1,1
46500,88.8,3499,0,0,1,100,70,0,1,1
46600,49.8,2293,0,0,1,100,70,0,1,1
46700,40.7,1997,0,0,1,100,70,0,1,1
46800,35.9,1833,0,0,1,100,70,0,1,1
46900,87.8,3393,0,0,1,100,70,0,1,1
47000,76.9,3140,0,0,1,100,70,0,1,1
47100,92.1,3593,0,0,1,100,70,0,1,1
47200,58.5,2594,0,0,1,100,70,0,1,1
47300,37.0,1933,0,0,1,100,70,0,1,1
47400,82.0,3271,0,0,1,100,70,0,1,1
47500,84.6,3371,0,0,1,100,70,0,1,1
47600,88.8,3438,0,0,1,100,70,0,1,1
47700,63.1,2700,0,0,1,100,70,0,1,1
47800,69.3,2884,0,0,1,100,70,0,1,1
47900,34.2,1820,0,0,1,100,70,0,1,1
48000,36.7,1870,0,0,1,100,70,0,1,1
48100,39.6,2013,0,0,1,100,70,0,1,1
48200,80.3,3198,0,0,1,100,70,0,1,1
48300,39.1,1980,0,0,1,100,70,0,1,1
48400,37.7,1896,0,0,1,100,70,0,1,1
48500,91.1,3563,0,0,1,100,70,0,1,1
48600,78.1,3101,0,0,1,100,70,0,1,1
48700,47.4,2262,0,0,1,100,70,0,1,1
48800,44.9,2148,0,0,1,100,70,0,1,1
48900,78.0,3177,0,0,1,100,70,0,1,1
49000,85.6,3382,0,0,1,100,70,0,1,1
49100,70.8,2908,0,0,1,100,70,0,1,1
49200,63.9,2714,0,0,1,100,70,0,1,1
49300,58.4,2568,0,0,1,100,70,0,1,1
49400,48.9,2286,0,0,1,100,70,0,1,1
49500,65.9,2797,0,0,1,100,70,0,1,1
49600,49.6,2305,0,0,1,100,70,0,1,1
49700,55.0,2403,0,0,1,100,70,0,1,1
49800,75.5,3106,0,0,1,100,70,0,1,1
49900,67.9,2807,0,0,1,100,70,0,1,1
50000,81.0,3195,0,0,1,100,70,0,1,1
50100,66.1,2823,0,0,1,100,70,0,1,1
50200,55.4,2435,0,0,1,100,70,0,1,1
50300,40.6,2031,0,0,1,100,70,0,1,1
50400,73.2,3010,0,0,1,100,70,0,1,1
50500,57.1,2467,0,0,1,100,70,0,1,1
50600,47.2,2201,0,0,1,100,70,0,1,1
50700,58.2,2580,0,0,1,100,70,0,1,1
50800,80.6,3187,0,0,1,100,70,0,1,1
50900,63.4,2700,0,0,1,100,70,0,1,1
51000,98.8,3751,0,0,1,100,70,0,1,1
51100,58.9,2537,0,0,1,100,70,0,1,1
51200,53.9,2455,0,0,1,100,70,0,1,1
51300,80.0,3230,0,0,1,100,70,0,1,1
51400,57.4,2554,0,0,1,100,70,0,1,1
51500,80.3,3207,0,0,1,100,70,0,1,1
51600,102.5,3902,0,0,1,100,70,0,1,1
51700,60.9,2645,0,0,1,100,70,0,1,1
51800,42.9,2128,0,0,1,100,70,0,1,1
51900,69.4,2899,0,0,1,100,70,0,1,1
52000,66.2,2749,0,0,1,100,70,0,1,1
52100,53.4,2371,0,0,1,100,70,0,1,1
52200,97.2,3723,0,0,1,100,70,0,1,1
52300,75.9,3048,0,0,1,100,70,0,1,1
52400,95.7,3704,0,0,1,100,70,0,1,1
52500,78.2,3105,0,0,1,100,70,0,1,1
52600,83.4,3276,0,0,1,100,70,0,1,1
52700,77.2,3069,0,0,1,100,70,0,1,1
52800,52.2,2413,0,0,1,100,70,0,1,1
52900,80.6,3235,0,0,1,100,70,0,1,1
53000,44.2,2076,0,0,1,100,70,0,1,1
53100,100.5,3782,0,0,1,100,70,0,1,1
53200,70.5,2911,0,0,1,100,70,0,1,1
53300,66.0,2750,0,0,1,100,70,0,1,1
53400,37.2,1895,0,0,1,100,70,0,1,1
